B1,B2,B3,B4,B5,R1,R2,R3,R4,R5,winner
41,48,517,360,111,36,421,163,119,12,1
67,80,777,223,50,36,64,268,429,888,1
36,238,268,110,44,78,104,43,18,497,0
166,104,268,429,79,36,76,517,18,53,0
36,104,7,221,350,875,64,134,119,111,0
58,163,80,51,432,36,48,69,523,235,1
36,203,127,145,111,120,112,268,221,44,1
69,64,238,15,111,36,234,103,221,89,0
58,60,234,22,429,200,203,84,523,32,0
98,120,3,15,22,157,62,84,360,12,1
777,113,711,523,89,30,80,157,15,111,1
268,104,777,110,22,166,48,84,101,888,1
82,91,517,51,888,154,113,234,145,555,0
266,246,163,15,888,777,113,517,119,43,1
98,48,268,236,267,79,200,84,429,888,1
58,48,61,429,89,266,64,84,15,350,0
106,266,112,67,555,98,59,517,15,497,0
114,163,234,21,235,79,113,39,236,350,1
79,62,103,429,32,266,64,142,29,201,0
266,79,62,119,875,41,131,157,498,111,0
79,62,142,429,111,41,200,517,895,12,1
79,76,777,51,555,98,80,517,15,32,1
113,234,61,110,223,79,48,142,429,16,1
79,78,268,18,74,92,163,238,51,25,0
32,64,133,119,268,516,163,11,895,888,1
107,203,163,81,111,58,234,79,360,89,0
114,245,238,360,57,887,203,61,15,350,0
266,48,711,119,32,113,234,517,145,412,0
113,62,86,523,223,78,421,7,15,888,0
266,9,112,119,89,85,254,268,523,111,1
266,113,245,523,25,24,59,517,145,111,1
266,20,103,523,888,39,9,55,18,22,1
142,62,114,15,888,887,117,555,523,64,1
516,203,517,360,555,113,76,238,895,497,0
77,254,268,15,32,266,9,142,895,12,1
85,254,517,55,12,114,234,163,15,16,1
98,62,268,51,888,266,254,103,202,432,0
69,48,777,145,555,254,164,163,895,497,0
516,80,142,29,350,85,59,517,360,111,1
98,76,58,117,15,86,5,517,145,22,1
113,234,142,15,22,114,421,103,523,888,1
15,64,268,266,350,79,246,103,221,117,1
41,48,103,221,350,133,60,163,236,267,1
98,76,238,119,16,150,163,58,895,432,0
517,234,84,895,89,24,62,103,202,497,1
79,64,517,81,43,85,421,69,523,53,1
164,76,91,360,555,85,80,238,18,111,0
133,163,39,360,111,3,35,91,15,432,1
24,203,3,15,432,58,64,30,29,888,0
86,64,268,895,432,85,120,103,15,117,1
98,113,238,29,432,516,91,517,15,43,1
266,91,711,81,432,98,62,163,236,267,0
78,163,777,236,267,266,203,711,81,432,1
114,246,517,432,115,266,163,127,15,111,1
79,113,39,119,53,24,141,517,523,432,1
266,234,163,15,432,58,421,7,145,517,0
58,203,103,221,432,79,200,3,360,32,0
266,78,8,895,12,114,234,142,119,432,1
58,60,777,81,432,8,254,69,235,875,0
7,64,497,523,79,58,76,127,222,223,1
266,78,711,523,111,58,30,166,895,432,0
44,78,7,81,432,58,76,163,429,497,0
98,163,91,221,497,133,234,517,21,432,0
2,203,268,236,350,41,62,34,15,432,0
887,59,517,21,432,85,104,13,111,22,0
114,141,517,221,432,58,76,268,523,223,0
39,78,55,429,432,85,76,777,523,888,1
266,48,84,119,555,85,78,777,221,432,1
77,113,517,360,111,163,62,14,25,51,1
516,113,517,15,497,58,254,84,221,201,0
80,203,246,266,76,114,421,517,429,235,1
24,421,246,18,350,266,254,32,429,84,1
84,113,39,429,555,8,62,268,119,32,0
166,48,268,895,43,113,62,39,15,350,0
8,48,268,895,37,78,245,166,15,350,0
266,48,268,221,350,126,62,163,15,32,1
98,254,105,523,117,14,234,517,15,111,0
58,76,43,15,350,254,266,22,523,711,0
266,254,103,523,111,85,62,234,221,888,1
266,254,127,15,350,114,245,238,29,117,0
777,48,517,15,89,113,234,105,523,32,0
79,62,517,145,555,266,234,163,81,43,0
887,76,236,15,350,58,245,268,523,80,1
58,245,91,81,16,55,113,39,15,497,1
113,200,711,236,267,58,48,517,18,111,1
58,113,517,119,555,516,234,268,145,111,1
266,62,517,15,32,150,245,78,360,12,1
77,234,268,15,117,58,76,517,236,267,0
142,62,114,15,888,887,117,555,523,64,1
24,421,111,145,166,516,254,134,21,412,0
266,120,142,429,44,79,254,166,18,117,0
117,78,163,523,235,266,77,142,15,350,0
58,163,39,69,22,150,113,142,895,350,1
266,163,39,64,235,114,254,142,15,555,0
41,78,103,222,412,142,238,62,523,53,0
77,76,777,145,111,122,234,142,895,888,0
266,76,142,29,497,24,64,7,15,22,1
266,234,134,360,12,39,5,142,236,350,1
27,234,77,119,40,24,62,142,523,888,1
86,254,142,15,22,58,163,14,67,43,1
150,203,61,18,111,67,200,142,236,267,1
89,58,142,21,163,266,517,9,81,432,1
84,64,142,360,111,19,234,517,235,875,0
98,76,238,221,117,517,80,142,523,111,1
107,64,142,145,89,114,91,268,895,111,1
268,104,777,115,32,142,246,113,29,350,0
777,91,50,895,245,268,203,103,221,117,0
266,78,8,895,12,114,234,142,119,432,1
266,200,517,51,99,150,60,58,81,43,0
84,77,516,236,888,266,9,517,523,267,1
58,203,711,117,15,24,107,157,29,888,0
98,200,268,429,32,150,234,517,523,888,0
777,254,163,523,223,268,238,103,895,32,0
113,91,20,221,111,58,48,238,69,17,0
72,234,517,895,111,166,62,84,157,350,0
58,104,127,523,22,82,163,429,236,888,1
58,77,103,875,15,876,80,777,221,350,0
58,9,91,429,22,895,254,103,79,888,0
516,9,777,15,350,68,76,39,18,12,1
516,64,163,96,117,114,876,875,895,555,1
113,200,7,523,888,122,91,268,429,22,0
58,80,268,236,267,82,234,163,221,117,1
85,200,711,221,497,41,254,163,895,555,0
107,30,236,777,267,523,120,142,54,117,1
420,76,268,110,267,78,203,142,22,111,1
887,113,84,29,350,102,62,517,15,117,0
114,234,517,50,555,164,76,711,15,350,1
85,64,55,498,888,58,48,268,429,32,0
266,113,157,81,43,58,234,3,145,89,0
78,60,91,429,555,58,254,142,360,79,0
98,33,517,119,555,266,64,7,81,111,0
266,254,517,429,888,85,58,76,18,111,1
98,48,268,236,267,79,200,84,429,888,1
58,163,711,15,111,12,238,517,895,39,0
113,164,268,15,350,516,163,39,236,111,1
266,254,268,18,350,58,113,163,221,235,1
266,113,517,119,888,98,268,64,222,201,1
98,421,13,429,111,86,517,254,360,12,1
114,64,142,523,223,875,76,39,110,22,0
238,131,234,523,888,85,254,84,15,89,1
92,33,517,235,157,85,254,163,895,497,1
58,64,117,15,134,122,254,55,157,12,1
887,64,39,895,80,113,58,127,115,555,0
266,62,20,157,12,77,64,127,523,79,1
114,62,142,51,43,77,48,517,429,888,0
266,523,517,78,497,58,76,268,429,44,0
77,64,517,523,53,58,163,268,15,888,0
98,104,268,111,15,69,64,517,221,555,1
266,91,268,110,201,59,78,142,429,497,1
85,203,41,15,89,54,5,142,119,32,0
266,9,777,360,44,126,200,142,429,888,1
266,234,134,360,12,39,5,142,236,350,1
8,5,142,15,111,85,113,246,222,412,1
77,131,39,119,12,142,203,875,15,117,0
82,62,142,523,412,58,72,103,236,267,1
79,64,711,429,44,142,234,875,523,111,0
77,254,268,15,32,266,9,142,895,12,1
24,234,142,69,53,266,254,103,145,497,0
516,131,142,523,117,266,876,91,15,350,1
77,203,142,498,111,84,234,91,145,89,1
142,91,15,887,555,77,62,777,69,89,1
266,64,142,221,74,164,80,36,55,111,1
85,254,142,15,37,59,234,517,221,350,1
58,234,142,157,12,79,62,268,15,111,1
79,246,103,895,43,114,48,15,711,497,0
113,203,268,236,44,266,48,142,51,267,1
166,203,268,119,3,18,64,142,202,43,0
85,80,777,895,32,238,254,142,221,111,1
58,64,517,81,43,266,104,103,119,350,1
69,113,246,119,350,86,421,517,777,117,1
92,78,111,145,268,150,76,91,157,113,0
266,104,55,221,117,78,64,3,15,350,1
114,48,268,221,350,150,254,517,157,113,0
98,254,105,523,117,14,234,517,15,111,0
85,62,112,29,350,79,48,711,221,117,1
68,113,777,15,350,266,234,61,18,117,0
92,62,84,29,111,114,33,163,236,267,1
58,163,91,15,111,79,234,517,895,350,0
164,234,119,3,555,114,76,39,81,350,0
58,79,157,202,16,266,234,84,81,43,1
79,113,39,15,555,150,48,517,69,16,1
266,76,39,236,267,85,48,91,145,555,0
266,254,268,110,22,887,104,517,221,888,1
58,163,39,15,350,82,64,103,236,267,0
164,62,517,15,117,114,254,268,221,350,0
234,113,268,895,12,887,48,517,15,526,1
266,421,84,119,350,268,78,236,234,44,1
122,131,166,157,350,41,163,127,236,267,0
54,30,777,157,53,268,76,84,235,15,1
268,104,777,110,22,166,48,84,101,888,1
268,421,234,221,888,154,120,7,110,84,1
92,78,111,145,268,150,76,91,157,113,0
164,163,777,429,32,268,876,266,523,201,1
39,163,166,115,22,268,421,517,15,111,1
268,59,238,110,888,98,91,163,119,111,1
113,91,777,15,117,266,246,268,350,221,0
266,62,517,15,350,268,111,80,119,163,0
777,254,163,523,223,268,238,103,895,32,0
86,33,268,895,350,266,78,79,429,888,0
164,9,3,895,37,268,48,777,221,350,1
84,44,777,221,350,268,254,3,222,235,1
266,78,268,51,16,58,203,7,21,111,1
887,254,234,221,21,266,113,268,119,555,1
166,113,234,236,267,58,62,268,15,350,0
887,77,81,157,43,268,64,142,51,432,1
41,163,234,429,89,79,62,268,15,888,1
113,62,517,777,201,85,78,268,221,53,0
72,234,777,268,497,58,76,38,221,111,1
86,104,61,523,16,67,59,268,15,117,0
58,60,236,429,888,266,234,142,360,111,0
266,76,103,236,267,114,64,157,429,888,0
266,254,517,429,888,85,58,76,18,111,1
777,238,268,429,888,266,76,134,523,223,1
420,62,103,15,350,888,64,163,21,113,0
69,254,238,895,350,266,200,517,15,111,1
266,234,268,498,89,24,78,163,523,111,1
516,254,517,145,888,58,76,163,498,111,1
58,234,163,119,50,266,200,517,523,117,0
8,234,54,523,22,517,62,91,235,147,1
266,163,58,236,267,24,80,517,119,22,0
266,131,166,15,43,58,32,268,67,141,0
82,113,166,236,267,58,254,55,429,32,0
126,62,517,221,147,266,78,711,895,350,1
107,238,84,119,111,24,76,517,523,201,0
72,234,517,895,111,166,62,84,157,350,0
58,203,268,202,22,36,254,103,523,43,0
58,76,238,15,888,24,64,517,22,111,0
516,76,157,145,111,58,104,103,51,432,1
82,91,517,51,888,154,113,234,145,555,0
24,203,3,15,432,58,64,30,29,888,0
113,200,84,15,111,266,234,201,119,517,0
266,876,103,15,111,36,120,163,895,89,1
58,163,157,15,57,98,141,103,221,350,0
266,33,268,202,43,69,141,3,429,888,1
19,76,777,15,111,58,254,268,119,888,0
114,895,517,5,350,266,76,246,81,43,0
27,246,238,429,22,41,254,163,523,111,1
41,254,268,236,267,58,78,103,15,16,0
266,163,166,157,235,234,76,777,15,888,1
34,131,157,429,888,113,114,55,15,235,1
27,421,103,360,57,58,33,34,119,12,0
98,203,142,236,267,34,62,875,523,117,0
24,76,142,523,555,84,64,166,15,117,1
420,62,268,15,350,166,80,103,523,117,1
114,121,517,15,350,77,62,268,18,526,1
164,238,3,15,235,41,62,268,29,888,0
77,203,117,221,22,266,254,163,15,43,0
266,163,117,15,268,77,78,103,235,69,0
32,234,517,523,58,79,33,268,18,89,1
266,30,55,895,22,58,76,142,523,888,1
266,9,711,15,497,2,113,7,157,555,0
516,163,266,429,888,517,254,103,221,117,0
62,9,126,29,111,266,76,163,523,201,1
58,234,103,895,111,266,163,104,15,350,0
266,62,84,221,12,887,234,268,15,497,0
58,76,875,221,350,79,254,103,145,497,1
266,76,142,29,497,24,64,7,15,22,1
113,254,103,15,350,31,234,268,89,29,1
113,154,58,157,266,516,62,268,15,555,1
266,48,268,523,22,113,79,7,429,888,0
58,245,39,202,350,266,76,517,15,111,0
875,200,163,429,19,24,78,103,145,497,1
58,5,517,15,89,19,131,157,429,12,0
266,234,7,523,111,58,64,268,15,32,1
58,77,517,221,350,113,234,163,89,18,1
266,254,268,221,117,887,62,517,523,350,1
58,76,238,15,163,516,62,103,221,350,1
80,163,238,360,164,114,254,711,895,555,0
2,234,245,221,117,98,236,268,64,350,1
24,62,517,221,43,58,234,7,15,350,1
887,234,517,221,111,266,64,84,523,223,1
98,200,268,429,32,150,234,517,523,888,0
266,78,517,221,32,58,64,142,888,429,0
420,62,103,15,350,888,64,163,21,113,0
69,254,238,895,350,266,200,517,15,111,1
69,254,517,523,111,266,76,163,555,15,1
114,64,142,523,223,875,76,39,110,22,0
58,76,777,15,111,77,254,163,523,89,1
58,9,777,15,32,77,141,112,236,517,0
77,254,112,360,497,113,121,350,221,268,1
266,113,517,15,117,126,76,58,221,350,0
24,113,777,48,895,516,64,3,15,497,1
777,64,61,895,350,420,131,157,221,26,1
516,113,517,15,497,58,254,84,221,201,0
266,64,13,523,111,79,234,517,895,22,1
517,113,157,221,235,62,32,7,523,266,1
517,64,103,18,111,98,234,711,523,201,0
24,76,14,236,267,266,238,268,69,32,0
113,120,711,110,111,39,163,157,15,12,1
39,30,157,21,111,44,238,268,51,25,1
98,203,142,236,267,34,62,875,523,117,0
27,421,517,523,16,98,238,136,15,350,1
41,113,517,523,888,266,254,268,22,201,0
41,76,268,360,111,113,876,39,429,555,0
19,79,777,523,223,113,254,103,221,44,1
58,203,268,498,350,24,62,84,895,117,0
102,104,117,429,111,875,35,23,523,497,1
36,141,105,523,555,103,120,266,18,497,1
266,113,517,119,25,114,421,103,523,201,0
8,62,517,81,201,113,80,163,119,888,0
91,78,517,523,43,150,876,84,429,111,0
122,44,126,119,53,114,234,103,523,201,0
92,234,517,221,555,5,62,69,523,147,0
113,254,517,523,888,58,234,518,895,111,0
166,76,103,81,22,24,254,517,523,888,1
85,254,517,523,117,166,80,268,236,267,0
166,120,777,429,111,79,64,517,360,875,1
113,245,777,81,497,266,30,238,429,111,1
79,234,7,360,111,266,62,268,523,497,1
79,78,517,429,16,13,113,39,29,497,1
517,9,58,21,43,85,106,39,110,223,0
887,104,517,110,32,266,60,64,221,201,1
266,234,134,15,350,69,64,516,119,111,0
13,421,517,110,555,58,163,84,236,267,0
266,77,516,29,117,887,421,517,236,267,0
150,62,268,555,221,58,163,777,157,517,1
266,78,517,15,350,268,246,103,21,111,1
166,203,268,119,3,18,64,142,202,43,0
516,131,91,360,555,58,163,166,15,22,0
113,246,268,429,888,79,64,777,523,432,1
64,78,221,81,432,13,254,517,429,888,0
166,60,7,236,267,39,76,103,15,350,0
68,60,238,895,350,266,254,711,221,497,1
266,80,711,360,98,58,107,268,15,79,1
24,203,517,30,555,58,64,61,360,497,1
266,876,7,895,555,68,141,103,67,223,1
58,246,61,429,555,85,64,166,523,888,0
166,163,78,145,526,23,131,268,157,497,0
58,421,84,22,15,223,141,517,895,32,0
82,421,157,51,32,98,234,8,145,111,1
122,35,117,523,43,98,421,142,81,555,1
266,20,777,110,89,98,60,96,157,235,1
58,711,421,15,555,98,246,7,59,895,0
516,48,268,523,888,113,234,517,119,22,1
223,76,777,110,22,114,64,517,523,16,0
114,9,84,110,201,223,59,517,523,111,1
517,76,777,110,111,98,234,7,221,350,0
98,64,777,523,412,58,76,246,236,267,0
98,76,15,246,497,113,254,517,221,117,1
266,30,517,15,43,98,59,268,236,267,0
98,78,7,236,267,69,64,142,15,16,0
98,76,238,221,117,517,80,142,523,111,1
68,24,163,221,43,98,64,103,15,117,0
98,64,55,360,111,133,421,777,134,53,1
126,421,268,145,555,223,30,234,429,32,1
223,48,7,21,53,126,78,517,202,350,1
98,91,711,202,350,166,48,103,21,22,0
98,80,84,360,32,24,104,55,236,267,1
266,91,268,110,201,59,78,142,429,497,1
114,163,875,18,555,150,113,777,157,117,0
24,113,517,119,32,79,203,103,222,223,1
266,72,34,15,412,133,113,84,51,117,1
114,200,777,429,875,122,234,103,895,32,0
516,234,163,81,432,24,876,517,360,526,1
24,876,268,523,111,114,163,13,15,888,0
266,9,875,110,16,58,163,157,51,497,0
85,234,268,236,267,24,64,84,429,888,1
113,107,27,119,32,126,25,157,236,267,1
122,48,7,895,117,133,78,103,21,235,0
19,234,84,429,32,98,131,166,157,888,0
266,78,103,15,350,58,421,268,221,117,0
164,234,61,429,111,517,64,103,119,32,0
62,163,166,523,111,114,234,3,15,43,0
268,78,50,221,350,85,120,4,110,555,0
887,78,7,119,555,23,120,268,89,134,1
68,234,517,15,555,58,254,13,221,497,0
266,78,13,15,89,58,163,112,498,111,0
79,64,777,221,12,19,163,234,360,555,1
113,78,268,221,350,266,76,91,15,117,1
777,48,517,15,89,113,234,105,523,32,0
516,62,517,119,888,55,254,85,429,22,1
85,33,39,523,223,36,48,7,429,888,1
113,254,39,429,22,887,234,268,119,888,1
555,64,39,429,74,85,79,18,157,111,1
84,79,234,157,111,266,238,68,777,235,0
114,62,268,110,888,58,30,234,157,235,1
69,234,777,115,89,113,163,39,523,888,0
78,104,103,145,497,39,9,266,15,555,0
84,254,39,15,117,19,5,268,221,350,0
86,141,518,523,117,114,64,112,236,267,1
85,131,777,157,113,8,5,112,221,875,0
41,235,84,64,223,114,60,157,15,117,1
266,76,23,18,888,98,107,157,236,267,1
113,131,157,51,117,85,78,268,523,111,0
3,421,39,523,888,58,76,268,429,111,1
41,421,72,115,555,117,104,27,895,98,0
58,62,8,221,350,24,234,103,236,267,1
79,245,555,221,350,58,76,234,236,267,1
58,33,268,523,888,516,9,39,119,111,1
72,76,517,119,111,58,48,268,523,888,1
266,62,517,15,32,150,245,78,360,12,1
41,62,7,895,74,98,48,268,498,888,0
85,80,39,15,117,19,131,58,110,497,0
150,48,711,523,53,68,234,517,119,412,1
887,254,234,221,21,266,113,268,119,555,1
166,113,234,236,267,58,62,268,15,350,0
85,48,777,429,412,266,62,517,110,223,0
113,234,39,236,267,887,421,777,429,53,0
58,234,84,21,555,266,62,517,119,497,1
85,62,777,21,497,150,48,103,523,111,1
85,254,3,777,80,24,163,266,110,555,0
236,254,103,15,350,517,64,50,119,27,0
58,254,84,157,235,19,104,517,15,350,0
58,78,517,15,68,266,25,103,157,350,0
113,234,163,236,267,39,62,268,15,117,0
107,234,103,119,555,24,421,142,523,497,0
19,238,777,115,44,58,25,84,119,201,0
92,76,234,429,32,62,69,13,110,53,1
58,76,268,523,223,2,163,91,69,111,1
2,203,163,15,111,69,62,166,236,267,1
2,234,245,221,117,98,236,268,64,350,1
876,113,777,157,79,2,78,142,15,16,1
58,76,7,119,89,2,234,103,96,117,1
516,200,517,236,267,2,48,268,429,888,1
41,107,555,110,201,2,9,27,360,526,1
777,163,79,236,267,2,64,7,110,111,0
266,113,7,119,53,2,107,517,236,267,1
107,20,267,236,203,2,76,91,895,350,1
516,200,103,81,32,2,64,518,15,43,1
150,421,517,81,267,2,254,103,119,44,1
133,163,14,523,412,2,64,105,221,26,1
98,236,7,56,267,2,62,711,96,117,0
2,200,517,236,888,36,131,32,15,58,0
126,234,7,429,53,2,163,103,235,223,1
2,76,13,221,497,150,64,517,895,555,0
2,104,142,15,555,266,64,3,221,350,0
36,48,163,523,111,2,254,517,110,201,0
92,9,41,523,412,2,78,91,360,111,0
14,234,517,221,350,113,62,268,15,888,0
58,421,55,81,111,86,200,268,15,201,1
77,234,61,22,201,85,254,112,119,888,0
887,254,420,360,32,36,113,67,221,201,0
166,876,39,523,32,107,64,268,67,43,1
78,238,103,15,888,516,76,711,21,22,0
19,238,777,115,44,58,25,84,119,201,0
79,238,103,221,350,113,254,268,236,267,1
41,200,517,236,267,91,76,113,429,32,1
58,76,517,429,32,150,234,103,236,267,0
24,76,268,51,99,113,234,875,69,111,0
82,62,142,523,412,58,72,103,236,267,1
114,62,517,236,267,85,234,84,51,32,1
85,234,268,236,267,24,64,84,429,888,1
68,62,103,523,12,166,234,711,429,555,0
68,24,163,221,43,98,64,103,15,117,0
150,30,517,235,223,69,104,103,110,111,0
517,9,58,21,43,85,106,39,110,223,0
86,107,55,81,74,114,254,103,69,111,1
58,76,157,429,32,79,254,711,69,111,1
86,64,421,360,555,98,254,518,222,111,1
98,421,58,119,32,517,254,246,222,16,1
98,254,55,18,44,24,421,84,236,267,0
58,30,55,145,32,24,245,80,895,350,0
58,76,103,145,555,19,59,268,221,350,0
78,254,163,895,555,266,76,25,51,234,0
68,62,103,110,888,24,254,517,895,555,1
27,254,517,15,350,58,48,268,119,412,0
58,25,777,51,99,86,254,84,523,888,1
266,64,268,81,223,58,59,22,103,145,0
777,254,103,15,350,24,9,268,29,40,0
150,59,777,236,267,58,254,103,895,555,1
266,254,84,15,526,200,85,39,145,53,0
777,254,163,523,223,268,238,103,895,32,0
114,234,268,221,350,254,150,142,110,43,1
266,254,268,895,223,711,200,114,119,53,0
200,79,234,360,12,254,69,777,110,412,0
234,69,7,21,12,24,254,103,360,888,1
79,254,711,119,111,24,113,27,523,555,0
82,254,142,236,267,516,62,777,157,497,0
126,76,777,69,111,85,200,157,236,267,1
64,113,84,110,22,6,517,62,119,888,0
266,246,84,81,350,39,254,517,523,12,1
24,33,517,523,888,266,102,84,429,111,1
114,245,91,895,111,266,30,236,238,350,1
266,113,517,236,267,77,163,104,145,89,0
27,203,517,15,53,266,76,84,81,22,0
166,163,246,236,267,887,113,234,119,111,1
516,120,15,350,103,164,30,166,21,22,1
268,62,3,157,111,24,113,7,15,43,0
24,254,517,15,350,85,64,7,221,432,0
113,163,103,523,117,875,131,246,429,888,0
36,78,268,429,555,79,33,777,523,111,0
82,78,517,15,117,240,234,103,221,350,1
58,131,110,236,12,41,234,268,360,111,1
104,234,517,15,350,41,254,163,157,497,0
48,84,238,81,350,85,78,777,429,111,1
14,30,39,236,267,41,64,142,895,350,1
58,56,517,895,44,41,80,711,498,497,1
266,131,133,15,53,114,62,163,895,111,0
268,104,777,110,22,166,48,84,101,888,1
24,30,54,777,89,78,200,166,110,517,1
77,200,8,145,555,85,203,78,157,79,0
79,163,266,157,57,166,245,62,67,89,1
157,163,166,360,57,266,200,127,110,201,0
154,62,68,429,111,44,13,166,81,57,1
166,203,103,21,350,78,76,39,202,22,0
114,895,517,5,350,266,76,246,81,43,0
58,163,234,223,523,497,200,61,157,166,0
166,62,163,360,12,113,876,234,15,350,1
58,48,163,236,44,166,876,516,57,235,1
164,163,777,429,32,268,876,266,523,201,1
77,48,517,523,555,266,234,711,221,350,0
166,76,58,115,555,39,234,268,895,44,0
113,238,517,29,98,166,30,777,15,16,1
17,163,234,895,350,166,62,103,119,555,1
166,121,268,157,111,420,76,58,15,89,0
77,48,84,221,117,166,113,777,16,235,1
58,234,517,119,111,36,163,166,147,157,1
72,234,517,895,111,166,62,84,157,350,0
164,254,84,15,111,77,234,516,523,117,0
58,13,141,236,111,887,238,517,81,267,1
2,76,91,222,32,98,254,74,15,350,1
85,48,238,15,117,266,254,517,429,32,1
24,254,711,15,555,266,76,91,235,777,0
39,131,157,498,555,58,76,19,145,526,1
2,163,777,145,32,113,234,72,201,15,1
58,113,74,18,111,2,104,99,51,517,1
86,33,777,523,12,2,254,268,429,111,1
266,78,103,119,117,80,107,55,429,57,1
420,64,103,429,888,266,78,101,110,201,0
82,11,55,15,235,420,254,268,517,12,0
58,238,517,429,526,98,254,103,15,111,0
133,80,517,12,145,39,78,13,15,22,0
166,121,268,157,111,420,76,58,15,89,0
77,48,84,221,117,166,113,777,16,235,1
516,80,268,221,350,77,113,157,15,99,0
150,20,90,15,432,34,76,875,202,12,1
98,62,103,523,497,107,203,142,110,117,0
266,62,134,51,43,27,64,7,119,888,0
246,203,268,523,111,113,254,245,69,555,0
517,254,103,119,111,150,78,268,429,875,0
54,9,777,157,235,58,76,84,21,32,1
266,80,50,145,32,62,113,268,895,555,0
164,91,84,895,555,266,78,268,119,111,1
91,58,268,51,888,113,79,53,119,777,0
58,203,268,202,22,36,254,103,523,43,0
58,79,157,202,16,266,234,84,81,43,1
126,777,30,523,888,114,120,7,18,33,0
126,76,777,69,111,85,200,157,236,267,1
266,76,103,29,432,200,2,268,81,497,0
266,246,84,81,350,39,254,517,523,12,1
114,64,711,81,43,164,421,7,895,350,0
266,80,84,221,16,114,9,777,523,22,1
516,76,78,119,111,77,48,777,145,89,1
24,78,163,360,80,154,234,45,236,267,0
150,254,127,895,350,114,62,103,119,111,1
887,141,268,895,555,113,234,517,119,350,1
266,234,105,119,555,114,113,103,429,888,0
69,254,163,429,53,166,78,142,523,412,1
58,163,142,119,111,36,238,134,236,267,0
266,234,555,15,517,58,113,142,236,267,1
164,76,777,29,111,150,64,142,221,89,1
420,254,163,81,117,69,234,517,111,15,1
58,120,142,221,350,77,254,517,15,117,1
61,64,516,81,43,102,254,142,119,888,1
876,113,777,157,79,2,78,142,15,16,1
44,254,268,360,41,113,234,142,69,555,0
887,30,58,119,78,24,163,246,429,412,0
24,79,777,15,350,164,48,142,523,12,0
58,78,142,523,350,84,48,114,15,497,0
19,113,3,29,117,516,78,142,15,350,1
24,30,91,236,117,58,62,22,21,105,0
58,234,142,523,117,777,64,268,895,555,1
58,64,142,15,432,268,76,555,429,32,1
79,131,555,110,111,420,234,142,221,350,1
85,62,157,110,111,58,5,142,895,497,1
266,30,555,523,32,126,104,268,110,201,0
117,107,268,221,25,58,76,517,110,412,0
23,421,142,221,350,79,254,103,110,147,1
777,234,268,15,888,78,163,80,895,16,0
113,238,517,29,98,166,30,777,15,16,1
266,234,268,523,25,245,254,58,110,111,0
17,163,234,895,350,166,62,103,119,555,1
266,62,20,157,12,77,64,127,523,79,1
106,266,112,67,555,98,59,517,15,497,0
77,113,517,360,111,163,62,14,25,51,1
266,238,103,429,888,79,234,61,51,22,1
246,203,268,523,111,113,254,245,69,555,0
517,64,103,18,111,98,234,711,523,201,0
85,64,154,895,111,58,421,142,429,888,1
68,131,157,236,267,58,421,103,895,555,1
516,254,103,895,497,102,78,517,221,555,1
79,254,103,221,111,24,163,517,895,555,1
166,48,163,51,22,79,78,711,429,888,0
102,254,268,119,888,266,234,112,221,22,0
85,76,58,360,555,64,30,84,236,267,0
517,80,113,236,267,58,245,39,110,111,1
79,234,517,15,350,85,64,166,429,22,1
164,62,103,429,555,91,30,157,24,89,1
68,91,268,895,350,266,203,20,15,111,0
113,64,79,67,89,24,107,517,15,497,0
266,203,13,81,235,19,245,50,110,875,1
266,62,163,157,350,24,245,61,51,235,1
54,9,777,157,235,58,76,84,21,32,1
266,80,50,145,32,62,113,268,895,555,0
164,91,84,895,555,266,78,268,119,111,1
91,58,268,51,888,113,79,53,119,777,0
58,76,43,15,350,254,266,22,523,711,0
875,78,61,235,223,266,91,350,236,103,0
24,91,163,429,32,266,76,268,81,43,0
85,91,777,221,497,266,104,517,429,888,1
516,62,84,236,201,164,35,517,119,32,1
41,62,7,895,74,98,48,268,498,888,0
113,62,84,119,555,58,30,268,236,267,0
266,113,245,523,25,24,59,517,145,111,1
8,234,103,96,117,268,62,127,236,267,0
266,131,134,145,12,777,163,91,157,79,0
234,163,777,523,117,43,421,103,15,266,0
58,76,18,157,68,164,163,91,236,267,0
266,203,112,523,201,875,163,86,145,111,1
887,234,711,523,888,266,30,517,429,57,1
24,221,25,30,39,72,254,55,157,12,1
517,64,103,18,111,98,234,711,523,201,0
266,254,268,221,497,122,234,777,74,555,0
114,163,777,360,555,266,62,84,15,350,0
887,254,234,221,21,266,113,268,119,555,1
166,113,234,236,267,58,62,268,15,350,0
266,78,268,523,888,164,76,3,429,32,1
164,234,61,429,111,517,64,103,119,32,0
78,5,517,15,48,113,254,103,145,555,0
113,120,517,111,119,68,104,711,110,888,1
516,76,555,221,89,133,62,517,15,497,1
166,254,84,222,117,64,30,555,523,43,1
84,104,13,221,555,164,80,517,523,497,1
166,245,91,236,12,23,62,777,360,44,0
85,78,517,523,111,113,234,13,119,888,0
164,64,3,110,89,516,62,50,236,267,0
79,163,234,221,350,133,64,103,15,111,1
164,110,517,234,12,150,163,711,360,555,0
266,91,711,81,432,98,62,163,236,267,0
78,163,777,236,267,266,203,711,81,432,1
58,163,157,15,57,98,141,103,221,350,0
98,234,103,110,32,126,56,107,101,350,1
266,9,777,360,44,126,200,142,429,888,1
86,76,134,429,111,266,30,238,18,875,0
